49,3,86
50,4,86
86,4,101
2,3,49
4,5,101
101,5,131
51,6,131
131,6,156
35,17,111
156,7,173
8,9,139
53,13,170
111,17,149
56,18,166
142,22,147
88,26,151
166,18,179
60,27,118
64,33,124
63,31,116
61,28,122
116,31,152
28,29,122
118,61,122
93,63,116
59,25,88
110,23,148
124,33,125
18,19,179
55,16,164
22,23,147
139,9,161
57,21,146
9,10,161
52,11,181
16,35,144
54,15,169
6,7,156
181,11,183
99,45,126
170,13,180
92,38,119
83,43,102
79,44,133
48,49,70
47,48,96
11,12,183
145,54,169
45,46,126
19,20,171
90,40,114
43,44,102
85,42,105
87,41,112
25,26,88
40,41,87
89,60,118
33,34,125
38,39,119
94,36,123
36,37,123
92,73,116
1,36,65
150,52,181
14,54,145
171,20,176
46,47,97
58,22,142
44,45,133
24,59,84
42,43,105
70,49,86
5,51,131
84,59,88
41,42,112
62,30,93
26,60,151
29,62,121
39,40,90
32,64,95
37,38,120
128,66,134
134,66,155
48,70,96
149,56,166
140,67,157
127,66,128
129,66,154
15,55,169
143,81,157
99,67,109
21,58,146
104,68,160
136,76,162
102,79,135
109,80,135
84,69,110
82,69,83
68,82,83
83,69,105
27,61,118
84,71,85
69,84,85
3,50,86
96,70,132
85,71,112
87,71,113
71,84,88
90,72,117
91,72,153
114,87,115
113,89,115
30,63,93
115,89,153
31,32,152
90,73,119
95,64,124
93,73,117
73,90,117
65,36,125
120,74,123
95,74,152
94,74,124
101,75,132
132,75,154
100,77,128
47,96,97
137,78,174
10,52,150
97,77,126
109,67,140
126,77,130
100,76,143
129,75,172
70,86,101
44,79,102
68,83,102
17,56,149
138,78,155
68,102,135
82,68,142
43,83,105
69,85,105
135,80,160
141,80,168
111,81,165
107,76,136
134,78,163
129,98,138
79,99,109
130,100,157
69,82,110
23,24,148
140,81,167
143,107,165
42,85,112
71,87,112
71,88,113
113,88,151
40,87,114
72,90,114
87,113,115
72,114,115
73,93,116
74,92,152
72,91,117
117,91,121
118,91,153
121,91,122
39,90,119
73,92,119
92,74,120
38,92,120
62,93,121
93,117,121
91,118,122
29,121,122
74,94,123
37,120,123
34,65,125
74,95,124
36,94,125
94,124,125
46,97,126
67,99,130
97,96,127
77,97,127
76,100,128
77,127,128
156,98,172
127,96,154
77,100,130
99,126,130
7,8,173
75,101,131
66,127,154
70,101,132
99,79,133
45,99,133
145,103,175
76,128,134
158,104,160
79,109,135
162,134,163
144,107,164
162,103,178
12,53,177
138,98,139
66,129,155
174,78,182
150,108,161
149,106,167
80,109,140
142,104,146
140,106,168
110,82,147
68,104,142
67,130,157
76,107,143
144,111,165
35,111,144
164,136,169
163,137,175
146,104,158
58,142,146
23,110,147
82,142,147
24,84,148
84,110,148
141,106,166
81,111,167
159,137,174
108,138,161
60,89,151
89,113,151
32,95,152
92,116,152
72,115,153
89,118,153
75,129,154
96,132,154
78,134,155
129,138,155
98,129,172
139,98,173
81,140,157
100,143,157
80,141,158
20,57,176
13,14,180
159,108,181
68,135,160
80,158,160
138,139,161
10,150,161
76,134,162
169,136,178
78,137,163
103,162,163
107,136,164
16,144,164
81,143,165
107,144,165
158,141,176
106,149,166
106,140,167
111,149,167
80,140,168
106,141,168
103,145,178
55,164,169
14,145,180
170,137,177
57,146,176
171,141,179
75,131,172
131,156,172
8,139,173
98,156,173
138,108,182
108,159,174
103,163,175
137,170,175
146,158,176
141,171,176
137,159,177
53,170,177
136,162,178
145,169,178
141,166,179
19,171,179
175,170,180
145,175,180
108,150,181
177,159,183
78,138,182
108,174,182
12,177,183
159,181,183
